id,cargo,cidade,senioridade,salario_min,salario_max,modalidade
1112,Suporte / Infraestrutura,São Paulo - SP,Pleno,5469,8816,Remoto
1113,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2697,4623,Remoto
1114,Dados / BI,São Paulo - SP,Júnior,2616,4644,Remoto
1115,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2699,4733,Presencial
1116,Desenvolvimento Backend,São Paulo - SP,Pleno,5296,9437,Remoto
1117,Suporte / Infraestrutura,São Paulo - SP,Júnior,2519,4573,Híbrido
1118,Desenvolvimento Backend,Remoto (Brasil),Júnior,2745,4640,Presencial
1119,Desenvolvimento Backend,Remoto (Brasil),Júnior,2502,4782,Presencial
1120,Dados / BI,São Paulo - SP,Pleno,5314,9164,Remoto
1121,Desenvolvimento Backend,São Paulo - SP,Júnior,2631,4709,Remoto
1122,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5481,8679,Híbrido
1123,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5414,9057,Remoto
1124,Desenvolvimento Backend,Remoto (Brasil),Pleno,5492,8952,Híbrido
1125,Suporte / Infraestrutura,São Paulo - SP,Pleno,5382,8828,Remoto
1126,Desenvolvimento Frontend,Rio de Janeiro - RJ,Sênior,10339,15431,Remoto
1127,Desenvolvimento Frontend,São Paulo - SP,Sênior,10043,16021,Remoto
1128,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2555,4656,Remoto
1129,Dados / BI,Rio de Janeiro - RJ,Pleno,5109,9026,Remoto
1130,Desenvolvimento Backend,São Paulo - SP,Pleno,5052,9124,Híbrido
1131,Suporte / Infraestrutura,São Paulo - SP,Júnior,2550,4345,Remoto
1132,Desenvolvimento Backend,Remoto (Brasil),Pleno,5302,8942,Híbrido
1133,Desenvolvimento Backend,São Paulo - SP,Sênior,10433,16245,Remoto
1134,Desenvolvimento Frontend,Rio de Janeiro - RJ,Pleno,5424,9371,Remoto
1135,Desenvolvimento Frontend,São Paulo - SP,Júnior,2656,4344,Presencial
1136,Desenvolvimento Backend,São Paulo - SP,Júnior,2711,4325,Remoto
1137,Suporte / Infraestrutura,São Paulo - SP,Sênior,9877,16971,Presencial
1138,Desenvolvimento Backend,São Paulo - SP,Júnior,2577,4358,Remoto
1139,Suporte / Infraestrutura,São Paulo - SP,Pleno,5064,8876,Híbrido
1140,Desenvolvimento Frontend,Rio de Janeiro - RJ,Pleno,5250,8837,Híbrido
1141,Desenvolvimento Backend,São Paulo - SP,Júnior,2713,4766,Presencial
1142,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2555,4559,Remoto
1143,Desenvolvimento Backend,São Paulo - SP,Pleno,5263,9429,Presencial
1144,Desenvolvimento Frontend,São Paulo - SP,Júnior,2734,4506,Remoto
1145,Dados / BI,Rio de Janeiro - RJ,Pleno,5487,9440,Presencial
1146,Desenvolvimento Backend,São Paulo - SP,Júnior,2728,4555,Remoto
1147,Desenvolvimento Frontend,São Paulo - SP,Sênior,9586,16025,Remoto
1148,Desenvolvimento Backend,São Paulo - SP,Pleno,5189,8650,Remoto
1149,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5271,9172,Híbrido
1150,Desenvolvimento Backend,Remoto (Brasil),Júnior,2513,4778,Remoto
1151,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5207,8951,Remoto
1152,Dados / BI,Remoto (Brasil),Júnior,2573,4681,Híbrido
1153,Dados / BI,São Paulo - SP,Pleno,5087,8872,Presencial
1154,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2621,4539,Remoto
1155,Dados / BI,São Paulo - SP,Júnior,2590,4562,Remoto
1156,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5148,9405,Remoto
1157,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5376,8909,Remoto
1158,Dados / BI,São Paulo - SP,Júnior,2585,4776,Remoto
1159,Desenvolvimento Frontend,São Paulo - SP,Júnior,2536,4502,Remoto
1160,Desenvolvimento Backend,Remoto (Brasil),Sênior,9886,16608,Presencial
1161,Desenvolvimento Frontend,São Paulo - SP,Júnior,2733,4667,Presencial
1162,Dados / BI,Remoto (Brasil),Júnior,2648,4586,Remoto
1163,Desenvolvimento Frontend,São Paulo - SP,Pleno,5350,8700,Híbrido
1164,Desenvolvimento Backend,São Paulo - SP,Pleno,5033,9368,Presencial
1165,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5002,8990,Remoto
1166,Suporte / Infraestrutura,São Paulo - SP,Sênior,10014,16662,Presencial
1167,Desenvolvimento Backend,Remoto (Brasil),Pleno,5041,8847,Remoto
1168,Desenvolvimento Backend,São Paulo - SP,Júnior,2566,4791,Híbrido
1169,Desenvolvimento Backend,São Paulo - SP,Pleno,5349,9336,Remoto
1170,Desenvolvimento Frontend,São Paulo - SP,Júnior,2737,4641,Remoto
1171,Dados / BI,São Paulo - SP,Pleno,5257,9251,Remoto
1172,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2643,4333,Híbrido
1173,Suporte / Infraestrutura,São Paulo - SP,Pleno,5317,9106,Remoto
1174,Desenvolvimento Frontend,Remoto (Brasil),Sênior,10395,16360,Remoto
1175,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2652,4369,Remoto
1176,Dados / BI,Rio de Janeiro - RJ,Pleno,5367,8604,Remoto
1177,Desenvolvimento Backend,São Paulo - SP,Sênior,9808,16586,Híbrido
1178,Desenvolvimento Backend,São Paulo - SP,Júnior,2654,4770,Remoto
1179,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5200,8606,Presencial
1180,Dados / BI,Remoto (Brasil),Pleno,5420,9177,Remoto
1181,Dados / BI,São Paulo - SP,Pleno,5087,9073,Remoto
1182,Desenvolvimento Backend,São Paulo - SP,Pleno,5188,9233,Remoto
1183,Dados / BI,Remoto (Brasil),Júnior,2617,4381,Híbrido
1184,Suporte / Infraestrutura,São Paulo - SP,Pleno,5021,9479,Remoto
1185,Suporte / Infraestrutura,São Paulo - SP,Júnior,2628,4758,Híbrido
1186,Dados / BI,Rio de Janeiro - RJ,Júnior,2538,4500,Híbrido
1187,Desenvolvimento Frontend,São Paulo - SP,Sênior,9569,16621,Remoto
1188,Dados / BI,São Paulo - SP,Sênior,9856,16497,Presencial
1189,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2527,4575,Remoto
1190,Suporte / Infraestrutura,São Paulo - SP,Pleno,5196,9323,Remoto
1191,Desenvolvimento Frontend,São Paulo - SP,Pleno,5226,9331,Híbrido
1192,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,10087,16439,Remoto
1193,Suporte / Infraestrutura,São Paulo - SP,Pleno,5270,9378,Presencial
1194,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2535,4777,Remoto
1195,Dados / BI,São Paulo - SP,Sênior,10245,16615,Presencial
1196,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2730,4606,Híbrido
1197,Dados / BI,Rio de Janeiro - RJ,Pleno,5065,9351,Remoto
1198,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2557,4740,Remoto
1199,Dados / BI,Remoto (Brasil),Sênior,9576,16394,Híbrido
1200,Desenvolvimento Backend,São Paulo - SP,Sênior,10168,15361,Presencial
1201,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2709,4695,Híbrido
1202,Suporte / Infraestrutura,São Paulo - SP,Pleno,5427,9333,Presencial
1203,Desenvolvimento Backend,São Paulo - SP,Júnior,2685,4341,Remoto
1204,Suporte / Infraestrutura,São Paulo - SP,Sênior,9733,15343,Híbrido
1205,Desenvolvimento Frontend,São Paulo - SP,Pleno,5009,9115,Remoto
1206,Suporte / Infraestrutura,São Paulo - SP,Júnior,2612,4380,Remoto
1207,Desenvolvimento Backend,São Paulo - SP,Júnior,2650,4325,Presencial
1208,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2514,4384,Híbrido
1209,Desenvolvimento Frontend,São Paulo - SP,Sênior,9632,16541,Remoto
1210,Desenvolvimento Frontend,São Paulo - SP,Pleno,5376,9382,Remoto
1211,Desenvolvimento Backend,Remoto (Brasil),Pleno,5444,9219,Remoto
1212,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5318,9047,Remoto
1213,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2595,4691,Híbrido
1214,Desenvolvimento Frontend,São Paulo - SP,Pleno,5058,8571,Híbrido
1215,Suporte / Infraestrutura,São Paulo - SP,Sênior,9561,15871,Remoto
1216,Desenvolvimento Frontend,São Paulo - SP,Júnior,2547,4657,Híbrido
1217,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2655,4706,Híbrido
1218,Suporte / Infraestrutura,Rio de Janeiro - RJ,Sênior,10301,16793,Remoto
1219,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5439,9097,Híbrido
1220,Suporte / Infraestrutura,São Paulo - SP,Júnior,2503,4463,Remoto
1221,Dados / BI,Remoto (Brasil),Pleno,5185,8825,Presencial
1222,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5008,9000,Híbrido
1223,Desenvolvimento Backend,Remoto (Brasil),Pleno,5296,8631,Remoto
1224,Desenvolvimento Backend,São Paulo - SP,Júnior,2722,4573,Remoto
1225,Dados / BI,Remoto (Brasil),Pleno,5440,9000,Presencial
1226,Suporte / Infraestrutura,São Paulo - SP,Sênior,9516,16689,Remoto
1227,Desenvolvimento Backend,São Paulo - SP,Pleno,5261,8629,Remoto
1228,Dados / BI,Remoto (Brasil),Júnior,2506,4487,Híbrido
1229,Desenvolvimento Backend,São Paulo - SP,Pleno,5082,8927,Remoto
1230,Dados / BI,São Paulo - SP,Júnior,2683,4719,Híbrido
1231,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5332,8630,Híbrido
1232,Desenvolvimento Frontend,São Paulo - SP,Pleno,5026,9171,Presencial
1233,Suporte / Infraestrutura,São Paulo - SP,Júnior,2562,4729,Híbrido
1234,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2687,4770,Híbrido
1235,Desenvolvimento Frontend,São Paulo - SP,Pleno,5309,8785,Presencial
1236,Dados / BI,São Paulo - SP,Sênior,10190,16497,Remoto
1237,Desenvolvimento Frontend,São Paulo - SP,Pleno,5075,9139,Remoto
1238,Suporte / Infraestrutura,São Paulo - SP,Júnior,2641,4684,Remoto
1239,Dados / BI,Rio de Janeiro - RJ,Júnior,2631,4763,Remoto
1240,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5060,8894,Remoto
1241,Dados / BI,Rio de Janeiro - RJ,Sênior,10432,16137,Híbrido
1242,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5419,9071,Remoto
1243,Desenvolvimento Frontend,São Paulo - SP,Pleno,5224,8730,Híbrido
1244,Desenvolvimento Frontend,São Paulo - SP,Pleno,5268,9143,Remoto
1245,Suporte / Infraestrutura,São Paulo - SP,Júnior,2708,4696,Remoto
1246,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2570,4569,Presencial
1247,Desenvolvimento Backend,São Paulo - SP,Sênior,10182,15870,Híbrido
1248,Dados / BI,São Paulo - SP,Sênior,10412,16405,Presencial
1249,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2741,4612,Presencial
1250,Suporte / Infraestrutura,Rio de Janeiro - RJ,Sênior,9622,16210,Presencial
1251,Desenvolvimento Backend,São Paulo - SP,Júnior,2590,4731,Remoto
1252,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2661,4696,Remoto
1253,Suporte / Infraestrutura,São Paulo - SP,Sênior,9825,15689,Remoto
1254,Desenvolvimento Backend,São Paulo - SP,Sênior,10189,15700,Híbrido
1255,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2724,4365,Híbrido
1256,Dados / BI,Rio de Janeiro - RJ,Pleno,5019,8978,Híbrido
1257,Desenvolvimento Backend,São Paulo - SP,Júnior,2576,4750,Híbrido
1258,Desenvolvimento Backend,São Paulo - SP,Júnior,2623,4471,Presencial
1259,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5059,8730,Híbrido
1260,Desenvolvimento Frontend,São Paulo - SP,Pleno,5412,9434,Remoto
1261,Dados / BI,Remoto (Brasil),Sênior,9918,15424,Remoto
1262,Desenvolvimento Backend,São Paulo - SP,Pleno,5133,9484,Híbrido
1263,Suporte / Infraestrutura,São Paulo - SP,Pleno,5113,9136,Remoto
1264,Desenvolvimento Frontend,São Paulo - SP,Sênior,9521,16943,Híbrido
1265,Dados / BI,São Paulo - SP,Júnior,2540,4749,Remoto
1266,Desenvolvimento Backend,Remoto (Brasil),Pleno,5481,8563,Híbrido
1267,Desenvolvimento Backend,Remoto (Brasil),Júnior,2572,4474,Híbrido
1268,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5205,8684,Híbrido
1269,Dados / BI,Remoto (Brasil),Pleno,5010,8565,Presencial
1270,Suporte / Infraestrutura,Remoto (Brasil),Sênior,9935,16349,Remoto
1271,Desenvolvimento Frontend,São Paulo - SP,Pleno,5192,8848,Remoto
1272,Desenvolvimento Frontend,Rio de Janeiro - RJ,Pleno,5259,8800,Remoto
1273,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2697,4438,Remoto
1274,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,9597,16448,Remoto
1275,Dados / BI,São Paulo - SP,Pleno,5370,9409,Remoto
1276,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2538,4338,Híbrido
1277,Desenvolvimento Backend,São Paulo - SP,Pleno,5160,9217,Presencial
1278,Desenvolvimento Backend,Remoto (Brasil),Júnior,2532,4707,Remoto
1279,Desenvolvimento Backend,São Paulo - SP,Júnior,2608,4573,Remoto
1280,Desenvolvimento Backend,São Paulo - SP,Sênior,10237,16685,Remoto
1281,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2657,4685,Presencial
1282,Desenvolvimento Backend,São Paulo - SP,Pleno,5436,9500,Remoto
1283,Desenvolvimento Backend,São Paulo - SP,Júnior,2750,4322,Híbrido
1284,Desenvolvimento Backend,São Paulo - SP,Júnior,2619,4624,Remoto
1285,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2572,4740,Presencial
1286,Dados / BI,Rio de Janeiro - RJ,Pleno,5103,8629,Remoto
1287,Dados / BI,Rio de Janeiro - RJ,Júnior,2633,4620,Presencial
1288,Desenvolvimento Backend,Remoto (Brasil),Pleno,5465,9034,Remoto
1289,Suporte / Infraestrutura,São Paulo - SP,Júnior,2542,4563,Híbrido
1290,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5167,8859,Remoto
1291,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5181,8869,Presencial
1292,Suporte / Infraestrutura,São Paulo - SP,Sênior,10228,15592,Híbrido
1293,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2506,4763,Remoto
1294,Desenvolvimento Frontend,São Paulo - SP,Sênior,9695,16083,Híbrido
1295,Desenvolvimento Frontend,São Paulo - SP,Júnior,2524,4786,Remoto
1296,Dados / BI,Remoto (Brasil),Pleno,5022,9262,Presencial
1297,Desenvolvimento Frontend,Remoto (Brasil),Sênior,10147,16230,Remoto
1298,Suporte / Infraestrutura,São Paulo - SP,Júnior,2688,4410,Presencial
1299,Desenvolvimento Backend,Remoto (Brasil),Pleno,5363,8613,Presencial
1300,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2681,4406,Remoto
1301,Suporte / Infraestrutura,São Paulo - SP,Júnior,2549,4742,Remoto
1302,Desenvolvimento Frontend,São Paulo - SP,Pleno,5352,9067,Remoto
1303,Suporte / Infraestrutura,São Paulo - SP,Sênior,9588,16459,Remoto
1304,Suporte / Infraestrutura,São Paulo - SP,Júnior,2660,4330,Remoto
1305,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5126,8865,Remoto
1306,Desenvolvimento Frontend,São Paulo - SP,Júnior,2535,4609,Presencial
1307,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2678,4545,Remoto
1308,Suporte / Infraestrutura,São Paulo - SP,Pleno,5323,9253,Híbrido
1309,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5177,9211,Remoto
1310,Desenvolvimento Backend,São Paulo - SP,Júnior,2619,4453,Híbrido
1311,Dados / BI,São Paulo - SP,Júnior,2644,4513,Remoto
1312,Desenvolvimento Frontend,São Paulo - SP,Sênior,9662,16163,Remoto
1313,Suporte / Infraestrutura,São Paulo - SP,Júnior,2505,4544,Híbrido
1314,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5307,8895,Híbrido
1315,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5215,8986,Híbrido
1316,Desenvolvimento Backend,São Paulo - SP,Sênior,10214,16373,Presencial
1317,Desenvolvimento Frontend,São Paulo - SP,Sênior,10320,16008,Híbrido
1318,Desenvolvimento Backend,São Paulo - SP,Júnior,2578,4361,Híbrido
1319,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5397,8933,Híbrido
1320,Dados / BI,Remoto (Brasil),Pleno,5467,9033,Remoto
1321,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2697,4487,Remoto
1322,Suporte / Infraestrutura,São Paulo - SP,Sênior,9527,15754,Remoto
1323,Desenvolvimento Frontend,São Paulo - SP,Júnior,2653,4704,Híbrido
1324,Desenvolvimento Frontend,São Paulo - SP,Júnior,2523,4493,Remoto
1325,Suporte / Infraestrutura,Remoto (Brasil),Sênior,9535,15834,Híbrido
1326,Dados / BI,São Paulo - SP,Pleno,5042,8904,Remoto
1327,Desenvolvimento Backend,São Paulo - SP,Pleno,5351,9015,Remoto
1328,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5309,9376,Presencial
1329,Dados / BI,Remoto (Brasil),Júnior,2545,4537,Remoto
1330,Suporte / Infraestrutura,São Paulo - SP,Pleno,5101,9077,Remoto
1331,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5187,8601,Híbrido
1332,Desenvolvimento Backend,São Paulo - SP,Júnior,2568,4411,Remoto
1333,Dados / BI,São Paulo - SP,Júnior,2687,4338,Híbrido
1334,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2626,4540,Presencial
1335,Dados / BI,São Paulo - SP,Sênior,10340,16372,Remoto
1336,Suporte / Infraestrutura,São Paulo - SP,Sênior,10153,16963,Remoto
1337,Dados / BI,Rio de Janeiro - RJ,Sênior,9763,16777,Híbrido
1338,Dados / BI,São Paulo - SP,Sênior,10130,16352,Híbrido
1339,Dados / BI,Rio de Janeiro - RJ,Sênior,9781,16829,Híbrido
1340,Desenvolvimento Backend,São Paulo - SP,Sênior,10194,15883,Híbrido
1341,Desenvolvimento Frontend,São Paulo - SP,Pleno,5404,9200,Híbrido
1342,Dados / BI,São Paulo - SP,Pleno,5372,9279,Híbrido
1343,Desenvolvimento Frontend,Rio de Janeiro - RJ,Pleno,5175,8898,Remoto
1344,Desenvolvimento Backend,Remoto (Brasil),Pleno,5130,8962,Remoto
1345,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2574,4704,Híbrido
1346,Suporte / Infraestrutura,São Paulo - SP,Pleno,5391,8573,Presencial
1347,Desenvolvimento Backend,São Paulo - SP,Pleno,5435,8676,Híbrido
1348,Suporte / Infraestrutura,São Paulo - SP,Júnior,2699,4696,Presencial
1349,Dados / BI,São Paulo - SP,Sênior,10145,15516,Presencial
1350,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5422,9496,Remoto
1351,Dados / BI,Remoto (Brasil),Pleno,5335,8726,Híbrido
1352,Dados / BI,São Paulo - SP,Pleno,5325,8579,Híbrido
1353,Desenvolvimento Backend,Remoto (Brasil),Júnior,2656,4447,Híbrido
1354,Suporte / Infraestrutura,São Paulo - SP,Pleno,5282,9073,Híbrido
1355,Desenvolvimento Backend,São Paulo - SP,Pleno,5364,9493,Presencial
1356,Dados / BI,São Paulo - SP,Pleno,5125,9250,Híbrido
1357,Suporte / Infraestrutura,São Paulo - SP,Pleno,5169,9443,Híbrido
1358,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5349,9243,Presencial
1359,Dados / BI,São Paulo - SP,Pleno,5366,9345,Remoto
1360,Desenvolvimento Frontend,São Paulo - SP,Sênior,10287,15381,Remoto
1361,Desenvolvimento Backend,São Paulo - SP,Sênior,10271,16921,Híbrido
1362,Desenvolvimento Backend,São Paulo - SP,Júnior,2623,4427,Presencial
1363,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2566,4495,Híbrido
1364,Desenvolvimento Backend,São Paulo - SP,Pleno,5075,9084,Remoto
1365,Dados / BI,Remoto (Brasil),Sênior,9662,16462,Remoto
1366,Suporte / Infraestrutura,São Paulo - SP,Júnior,2655,4469,Híbrido
1367,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2593,4689,Híbrido
1368,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5267,8933,Remoto
1369,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2742,4353,Remoto
1370,Desenvolvimento Frontend,São Paulo - SP,Sênior,10165,15703,Híbrido
1371,Suporte / Infraestrutura,São Paulo - SP,Júnior,2660,4370,Remoto
1372,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2704,4698,Remoto
1373,Desenvolvimento Backend,São Paulo - SP,Pleno,5046,9310,Remoto
1374,Desenvolvimento Frontend,São Paulo - SP,Júnior,2694,4617,Híbrido
1375,Desenvolvimento Frontend,Rio de Janeiro - RJ,Pleno,5226,8635,Híbrido
1376,Desenvolvimento Backend,São Paulo - SP,Pleno,5440,9476,Presencial
1377,Dados / BI,São Paulo - SP,Pleno,5138,9054,Presencial
1378,Desenvolvimento Backend,Remoto (Brasil),Sênior,9754,15998,Presencial
1379,Suporte / Infraestrutura,São Paulo - SP,Pleno,5163,9464,Remoto
1380,Desenvolvimento Frontend,São Paulo - SP,Júnior,2736,4761,Remoto
1381,Desenvolvimento Backend,São Paulo - SP,Júnior,2635,4561,Remoto
1382,Desenvolvimento Backend,São Paulo - SP,Pleno,5087,9422,Híbrido
1383,Desenvolvimento Frontend,São Paulo - SP,Pleno,5117,8819,Remoto
1384,Desenvolvimento Frontend,São Paulo - SP,Pleno,5230,8865,Remoto
1385,Suporte / Infraestrutura,São Paulo - SP,Pleno,5071,9017,Híbrido
1386,Desenvolvimento Frontend,Rio de Janeiro - RJ,Sênior,9524,15959,Híbrido
1387,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5140,8659,Presencial
1388,Dados / BI,São Paulo - SP,Sênior,9547,16899,Remoto
1389,Desenvolvimento Frontend,São Paulo - SP,Júnior,2637,4509,Presencial
1390,Suporte / Infraestrutura,São Paulo - SP,Sênior,10250,16147,Remoto
1391,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2646,4599,Remoto
1392,Dados / BI,São Paulo - SP,Sênior,10216,16756,Remoto
1393,Dados / BI,São Paulo - SP,Pleno,5170,8753,Remoto
1394,Desenvolvimento Backend,Remoto (Brasil),Pleno,5249,9367,Híbrido
1395,Desenvolvimento Frontend,Rio de Janeiro - RJ,Sênior,10394,16934,Híbrido
1396,Dados / BI,Remoto (Brasil),Sênior,10299,15530,Híbrido
1397,Desenvolvimento Frontend,Rio de Janeiro - RJ,Pleno,5141,9026,Remoto
1398,Dados / BI,Remoto (Brasil),Pleno,5399,9259,Remoto
1399,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2557,4485,Híbrido
1400,Suporte / Infraestrutura,São Paulo - SP,Júnior,2710,4614,Remoto
1401,Desenvolvimento Backend,São Paulo - SP,Pleno,5483,9414,Presencial
1402,Desenvolvimento Backend,Remoto (Brasil),Júnior,2558,4656,Remoto
1403,Suporte / Infraestrutura,Rio de Janeiro - RJ,Sênior,9527,15581,Remoto
1404,Desenvolvimento Frontend,São Paulo - SP,Pleno,5194,8600,Híbrido
1405,Dados / BI,São Paulo - SP,Sênior,10018,16484,Remoto
1406,Desenvolvimento Frontend,São Paulo - SP,Pleno,5383,8874,Remoto
1407,Desenvolvimento Backend,São Paulo - SP,Júnior,2616,4328,Remoto
1408,Dados / BI,São Paulo - SP,Júnior,2742,4754,Híbrido
1409,Dados / BI,São Paulo - SP,Pleno,5487,8831,Remoto
1410,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5071,9261,Híbrido
1411,Desenvolvimento Frontend,São Paulo - SP,Pleno,5190,9182,Remoto
1412,Dados / BI,São Paulo - SP,Júnior,2707,4734,Híbrido
1413,Desenvolvimento Backend,São Paulo - SP,Pleno,5465,9411,Remoto
1414,Desenvolvimento Frontend,São Paulo - SP,Pleno,5073,9485,Remoto
1415,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2607,4353,Remoto
1416,Desenvolvimento Frontend,Rio de Janeiro - RJ,Pleno,5159,9037,Presencial
